,W_EEs,W_EPs,W_ESs,W_PEs,W_PPs,W_PSs,W_SEs,W_SVs,W_VEs,W_VSs,g_SEs,opto_amps,thalamic_amps,alphas,BL_Etr_0,BL_Etr_1,BL_Etr_2,BL_Etr_3,BL_Etr_4,BL_Etr_5,BL_Etr_6,BL_Etr_7,BL_Etr_8,BL_ssa_E,BL_ssa_PV,BL_ssa_SOM,BL_ssa_VIP,nP_Etr_0,nP_Etr_1,nP_Etr_2,nP_Etr_3,nP_Etr_4,nP_Etr_5,nP_Etr_6,nP_Etr_7,nP_Etr_8,nP_ssa_E,nP_ssa_PV,nP_ssa_SOM,nP_ssa_VIP,nS_Etr_0,nS_Etr_1,nS_Etr_2,nS_Etr_3,nS_Etr_4,nS_Etr_5,nS_Etr_6,nS_Etr_7,nS_Etr_8,nS_ssa_E,nS_ssa_PV,nS_ssa_SOM,nS_ssa_VIP
0,1.378111802325286,1.2784348678504054,0.9017671180669856,0.5141823349076344,0.5604965551520774,0.5893955505197112,0.7254180212254473,0.3714638060834842,1.3122999493266745,0.9979790618828573,0.05708760758556832,-0.46881560810396006,4.509505799867132,0.5522962432224446,0.7246288874500817,0.23894401971625814,0.24519925012585528,0.2500713280190789,0.40354986934726683,0.32417589798676155,0.25360512795699736,0.25571671216785896,0.25714988307407965,0.3856954135765793,0.2580285464257121,0.500305317447206,0.567035190433564,0.9796962275957092,0.28662102503929515,0.31054811090658574,0.3424288568205999,0.4353539436103169,0.40355732665918886,0.4014337477858571,0.40466963066049044,0.4054659061345273,0.3477259468540686,0.46965089949818933,0.19098677164323707,0.5743504785815107,0.9084521843911458,0.37556177394309176,0.29700088587746903,0.26860303439531014,0.40783354230804375,0.3918759769172637,0.30020413059302914,0.2858301438679683,0.3106310187776823,0.4203307831220733,0.2389471314862803,0.08053166563065882,0.268949942603999
1,1.296886365670038,0.835488222080674,1.357773505309358,1.1706487916123183,1.468855618856236,0.3091741555299253,1.08481354775438,0.4241215401572533,1.2657818075240352,0.6856426025346383,0.32406179035339305,-0.1780673949059538,0.7846107290115232,1.3520187112477937,0.2163099699710394,0.11571993446376645,0.09370189194311457,0.08833910200844121,0.20078448749564315,0.12204945641534842,0.09439740306613303,0.08798306129668806,0.08673030068059352,0.4048961312046776,0.39428248741373706,0.3145249010479443,0.43843734189420647,0.24229821512419714,0.1339071646173544,0.11251628519173823,0.10742678201004173,0.2148489888105973,0.13826749867939378,0.1122663476319969,0.10667466479179352,0.10575622116021707,0.360555599738511,0.6410160173825392,0.23650286840683624,0.40164547944469847,0.23092782577964655,0.13253707101239418,0.10805917704458892,0.10179167899962194,0.2167402165236418,0.14091683169067531,0.11064073444874858,0.10243959133215984,0.10038231512202402,0.37479333509403195,0.3876242115470612,0.6807497158460812,0.32504903744009145
2,0.6669967729859146,0.8830821568921646,0.7704735692635567,1.2859311837112357,1.2591778170996157,0.41683096071802195,0.6429883879532989,0.028392260230494626,1.3955823749784253,0.999332074182119,0.553429727097095,-0.7859330937334059,3.9002998675868654,1.200247579458941,0.31210795441758893,0.13910373983747984,0.1380704764971707,0.13771084268526343,0.31013486836896764,0.21814639356268423,0.13784112714998942,0.1374221906929767,0.1374933890412245,0.3863594185405167,0.3824191624182953,0.3608775640937044,0.40569469438280437,0.33477952889326884,0.17181246520552548,0.17027762175941358,0.16964153695738746,0.33040723652813536,0.24633545030100812,0.1689789103448999,0.1686962250100581,0.16887847163789768,0.3244534367721864,0.8560939965120883,0.2362343013141733,0.33365052782884,0.3153644604606394,0.1410593179499401,0.14007190004010586,0.1397446834180062,0.31536450860844994,0.22187511511564656,0.14028275905434465,0.1397457767771209,0.13974314440716723,0.38588499965100337,0.382241356678047,0.17759544461924007,0.3927620132945677
3,1.048820274765112,0.7712280105645677,0.5649027058489453,0.5640266926891929,0.5689104236010266,0.8465307173609856,1.4686947514213116,0.19619105985312874,0.5920683521513715,0.6937026155597493,0.44602662159513845,-0.6307663377441486,2.736592102236006,0.33760183802485316,0.6400657458647276,0.35717933998355395,0.3480277100847605,0.34717201077677007,0.5905049490951991,0.45405995603237354,0.3448103792655635,0.34318056994679413,0.34428564624126545,0.2785716524509905,0.28010173786045744,0.06924117619617727,0.5743724565112711,0.9999522710548473,0.9999999999998986,1.0000000000000036,1.0,1.0,1.0,1.0,1.0,1.0,-1.1932378668109739e-05,1.0,-1.6062166445979527e-05,1.0,0.9999522723939,0.9999999999998992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.1932043896959125e-05,0.5558453400117113,-3.7442289836225615e-05,1.0
4,1.0252961401334062,1.2163273262984147,1.3351028379458536,0.6340713721110842,1.3106987091720659,0.4813770657358679,0.7154015037049607,0.13813578186564712,1.4049570572325492,0.04463760346967616,0.4636614357767731,-0.9354331992928486,1.281759278335782,0.6202605987158133,0.40283394607942247,0.20062985982331225,0.16684646655615262,0.16234593084786567,0.36288550953558424,0.24252620942993955,0.16864814773174613,0.1597804559546494,0.15986345120893808,0.40445984640637617,0.40823332794317646,0.34434388252683384,0.43292225715123056,0.7122209406688012,0.3422556237038445,0.28475824160490004,0.280346724265428,0.5123744931811273,0.3938162003139356,0.28233290436145503,0.2730123900084999,0.2768573721424771,0.3718737017135967,1.0,0.32853999071854983,0.3458361490960154,0.5385748206812037,0.3045185543695411,0.25975260530664185,0.2529906384874976,0.3987325161584419,0.35039699411625497,0.265625516516061,0.2526632862429304,0.2504287915704322,0.29884948563728153,0.39433892313758523,-0.17847832082494722,0.13666068597132308
5,1.4027357500836954,1.3136768617652617,1.3747928482747813,0.5948397272096037,0.9579217582095525,0.3412626334232509,0.7386878154119624,0.22329610314699838,1.3075196000792735,0.5846729778376023,0.5311282293845164,-0.35609290924394865,1.3808377332996709,0.1698178265863195,0.4832032388896654,0.2815483918266502,0.24970196275533324,0.24593896499274925,0.39802678876284636,0.2972305920852148,0.2416553866663061,0.23814227806374322,0.23997327551628175,0.28355534282735356,0.2705023021016408,0.21029180389176236,0.265615967268878,0.7406224927640426,0.5317505591447937,0.5380831186530807,0.5301136561035091,0.4671560065083345,0.4771065562664085,0.5191189479619186,0.5244463395272861,0.5232931187977612,0.06505767591887815,0.7113876881288054,-0.006818327400302299,0.04343966169372588,0.8360047652599211,0.45897387927971206,0.4595284021574808,0.45805798978480716,0.49798042834085776,0.4493064664379373,0.4511441973535114,0.4557008650864064,0.4565522844767006,0.18571130001340633,0.21112208292751616,0.21984681202545206,0.04945685540855889
6,0.8422310885752217,1.3131722631647453,0.8416873202231611,1.3668918668450092,1.3105761120661947,0.2478025676003482,1.142145047452179,0.26425904187740634,1.0453062859855562,0.3559424177689666,0.318170981434982,-0.25686626795705536,1.965400044071029,0.9095400626501685,0.3215928517325859,0.13639858561898516,0.12323559216529852,0.12221687898190721,0.31454037975598426,0.2000685925323176,0.12546339313040766,0.12150023589910343,0.12155212193321141,0.444826433669004,0.4326730903780285,0.40028515907058015,0.4638794157306449,0.33746782310909973,0.17204688832612433,0.15886771776328398,0.1572380413394988,0.32453640106878173,0.22636315741186416,0.15828741041003924,0.1550794697116259,0.15538900024783392,0.3558987713920383,0.6208400914421741,0.19921762795406725,0.337587463665794,0.3279639621870867,0.14141149537167796,0.12795169138388593,0.126923671402698,0.32788650260867047,0.20994125985920092,0.13173878981379464,0.12714048011249054,0.12687718786890775,0.4419084212706105,0.4312083953082408,1.0,0.4461024964587546
7,1.0277010817678343,0.9349265210899995,0.917929915527077,0.7168387360394894,0.6905252153479086,0.17659845840288618,1.2516317184647416,0.054549135332522036,1.3878404354509086,0.6933801304888225,0.03365028712880347,-0.18809101565301245,4.3667009945582755,0.9973996649369441,0.35615092294295736,0.17937089433311817,0.17858710399802766,0.17793158413842602,0.3446575391542532,0.2550143529544523,0.17587110773815762,0.17619145030152483,0.1766211725757295,0.32644511682238275,0.32445789248047413,0.2510583491681681,0.3762545443840581,0.3641992974983485,0.19135384775895176,0.1902446378375324,0.1894631279517921,0.34772836389779915,0.2617251446628884,0.18707394225367552,0.1876135927286303,0.18811409435165838,0.30526672747975775,0.41497517325720973,0.18949809466446485,0.3525413738763655,0.35800704163616653,0.1844361484442847,0.1841497026732381,0.18380374313051673,0.35198583190636573,0.26355943328579023,0.1837339097631729,0.18355976269443075,0.1836145668841489,0.3177294663709204,0.32264956737935074,0.9538229869908728,0.27903378079161106
8,1.4667945150072168,0.9589361117028323,0.6725871900529672,1.2022905733277116,0.6063288109647552,0.5516844449332309,1.2271517364064017,0.06425212299115873,1.281722391413879,0.40505575037783337,0.5407978454507966,-0.25932978325372313,0.7707614550854358,0.07394904614740307,0.6947079254041046,0.5587548620963223,0.49951168614457936,0.4877547175283511,0.6819409805911513,0.5692112685551751,0.5049375615451367,0.4871550614806169,0.4795431705372612,0.1705410150063077,0.15279847180652473,0.007098927969695912,0.09216596611811426,0.9996645364006073,0.9996645395457195,0.9996645337440611,0.9996645377282362,0.9996645355184458,0.9996645389346657,0.999664539137351,0.9996645378724704,0.9996645425646745,-8.846515796142789e-10,4.753087346706296e-06,-8.539420891457628e-07,4.840477051342722e-07,0.7977098717410628,0.6230829601773199,0.5684937031118152,0.5535669089115819,0.7099326010490572,0.610409949279227,0.5595805291416321,0.5433939813961672,0.542029539318192,0.15317128903330343,0.1349066605102339,0.02187323007310003,0.07407151863707782
9,0.8648609346242947,0.9347525729701542,1.4137138984812085,0.8790634881570079,1.336952229764277,0.7947635209839872,1.3942530454109812,0.18745439923127238,1.3356336575063696,0.49553107557638065,0.6895100132693806,-0.7617487026301557,1.9361298497110502,1.4600374547720611,0.26841484143562844,0.10088284936122374,0.09096878695143902,0.09021984245423822,0.2628914619166332,0.14868819168826755,0.09275213292489712,0.0897551872067218,0.08978997809518688,0.4929660640605539,0.49241002540525974,0.4743250589123514,0.5009524580189127,0.3070364467252077,0.12581236904540227,0.1133071315307101,0.11233532273227705,0.2954043020141633,0.17922183295347577,0.11434448480972748,0.11104616745942626,0.11134618789960953,0.4567342511807755,1.0,0.4233532152178678,0.46691601073199407,0.28341132675678327,0.1087071901175255,0.09813703099962753,0.0973142311061408,0.28341133056019,0.1618466412740088,0.10109633207234098,0.09749000039690635,0.09727572504700874,0.4887959129074365,0.49023226521511865,0.47575052681133506,0.4841413837505726
