,W_EEs,W_EPs,W_ESs,W_PEs,W_PPs,W_PSs,W_SEs,W_SVs,W_VEs,W_VSs,g_SEs,opto_amps,thalamic_amps,BL_Etr_0,BL_Etr_1,BL_Etr_2,BL_Etr_3,BL_Etr_4,BL_Etr_5,BL_Etr_6,BL_Etr_7,BL_Etr_8,BL_ssa_E,BL_ssa_PV,BL_ssa_SOM,BL_ssa_VIP,nP_Etr_0,nP_Etr_1,nP_Etr_2,nP_Etr_3,nP_Etr_4,nP_Etr_5,nP_Etr_6,nP_Etr_7,nP_Etr_8,nP_ssa_E,nP_ssa_PV,nP_ssa_SOM,nP_ssa_VIP,nS_Etr_0,nS_Etr_1,nS_Etr_2,nS_Etr_3,nS_Etr_4,nS_Etr_5,nS_Etr_6,nS_Etr_7,nS_Etr_8,nS_ssa_E,nS_ssa_PV,nS_ssa_SOM,nS_ssa_VIP
0,0.9491897798427498,1.2781545784638244,1.243352423854879,1.1970683296956723,0.7526587875287345,0.11177057239111499,0.5880288829772121,0.48581596593034326,0.7601269357767115,0.66642948869797,0.45021720046166136,-0.8840169897962253,3.851881289323044,0.5095721716647275,0.15471388551039592,0.15351363785326394,0.1531676536890033,0.5073959879684493,0.26936443146856526,0.15346794392501228,0.15297601313154638,0.1530572873008653,0.5370142752366601,0.5349765180271322,0.5533831815485017,0.5338431458776266,0.7631440506888821,0.3203283813521735,0.2945378919766749,0.28565247618446,0.6102386720555156,0.38768066462447265,0.27941242650189035,0.2787194350316747,0.2786642326707331,0.41244554621283364,1.0017540994634715,0.1412548358292686,0.6533660005324765,0.9190583247621912,0.40211475852830014,0.36366137879203103,0.350367141033006,0.6617663496989569,0.4467170594427951,0.342024698226071,0.3411411270115323,0.34098851799908547,0.385740806687175,0.434055273395282,0.3590705404878606,0.36940405745929
1,1.1239995771078248,1.0797100219347207,1.4894811005337023,0.5983762705356633,1.3342002927318817,0.3733279906261985,1.2314219253991114,0.14564141838986427,0.5024316795433992,0.5487336275024403,0.5933034559443161,-0.39480013888094023,4.0125690979407445,0.586557971226049,0.1749736224670378,0.17414971565319518,0.17384821694506952,0.5754621161541262,0.3037029498893048,0.17300890589439435,0.1730286141865703,0.1733898898812249,0.5393884494321116,0.5379256347285216,0.5616127236788921,0.5458793967446989,0.6354303129961317,0.22681797236218845,0.2179049097807244,0.21363870120144574,0.582534722659616,0.33075302232374904,0.20926271831182178,0.20931098481381397,0.20960685246067393,0.48059034642083226,1.00007101520146,0.3609672376615281,0.6085369576267948,0.6988735717204457,0.26737184336632486,0.2478104141000658,0.24140447719847996,0.588606361946355,0.35214700202532795,0.2372783319145145,0.23688079381821486,0.23693257289356434,0.45454218500458593,0.5076704042873201,0.5052811709967818,0.38995795243733933
2,1.0785756743535946,0.5166709768657957,0.9690001697576597,1.3350755732355135,0.8236891255624971,0.2715456194600465,0.7134094842031183,0.4554384170852376,1.400890869220314,0.9206491787746586,0.4182695144461735,-0.6518134015634335,4.8656757521516525,0.7410022902009803,0.21281266504210866,0.21444442179399656,0.21460822124833065,0.7168887769680973,0.3764349549876778,0.21323624717284662,0.2141722033416209,0.21471051719965492,0.5451065291211862,0.5419369434403849,0.5071995166163328,0.5726819024700577,1.0122989339305895,0.2839770781056009,0.27775475708579084,0.27498783305463675,0.7488086668406762,0.42708037600118376,0.2716001393307822,0.27253528967938917,0.27305913619590116,0.52405378552057,1.0052351767462968,0.3633532139420034,0.766446674008364,1.0768764797885013,0.40801840649629706,0.38592982476475696,0.37661561560377627,0.8162280282763609,0.5157803568247766,0.36966244258881065,0.36979764228482603,0.36995533481437826,0.4307364556738773,0.4680705048880172,0.5453517675232943,0.45662718420992193
3,1.0164264382139705,1.2400933275935566,1.099799103058793,0.6897003549287438,1.3865570440776043,0.5343805289087911,1.194916439478623,0.021615929736013062,1.1779780258301131,0.8720683498864078,0.21427128176232463,-0.7622647758570026,4.980970493595756,0.6071696401817257,0.1776348034956277,0.1780974838359568,0.17777299576344893,0.5979052958732393,0.31418500142900985,0.17690280537216488,0.1772235190684323,0.17751495488658275,0.5443531670720242,0.543174997351907,0.5588926881934745,0.5551282269269632,0.7453803700371209,0.29524377435202626,0.2784940599353441,0.2711427319221083,0.6505833758565019,0.3910209267994939,0.2649832839489756,0.265183328766247,0.2653577913974309,0.4404378331540101,0.982240854450733,0.2503496384755283,0.7719296571173828,0.7864088662001516,0.3288132674095516,0.3054125553939954,0.2963874488994355,0.6654946348249271,0.4127224578850136,0.2897249165123522,0.2897147357591902,0.2897857839472023,0.4201778645093321,0.4821525303484879,0.523491768545128,0.4024467205554555
4,0.8072029026847347,1.471696469621297,0.8082625800020528,0.5602506771606163,0.8443219479822892,0.7609975493093152,0.7144633012686497,0.4102397073398134,0.9223680414405557,0.18624989503351708,0.26793758851663907,-0.16617616466940238,3.547221479305052,0.4658130789001151,0.14323778393317843,0.14134457332638184,0.14100875553838424,0.46425657412693333,0.24708645952341787,0.14156060745646307,0.14082651680665706,0.1408862737417526,0.5346580354470063,0.5338847791676369,0.5418200163230648,0.5304229037866112,0.6514149302576773,0.2767906198610256,0.2597534506325978,0.25260166451035265,0.5569241617830581,0.34747386961301563,0.246265883432232,0.24541231454725457,0.2453759405966659,0.41034044700479505,1.0168830390832764,0.10192015265987903,0.44078395540845755,0.524072136568429,0.19265862241662654,0.1874685472791766,0.18533743613515385,0.5018616615333452,0.28709766579231694,0.1832039722615226,0.1825883980693151,0.1827070732889655,0.4691786179853041,0.4470028409606465,1.0407662059308476,0.3608424857537039
5,0.6549995986946429,0.6254619739835525,0.9492031577918962,1.3913464865166072,1.3823695752426364,0.4733672443669592,1.4744044202266289,0.49472159259825715,1.0977909857276131,0.862948503540221,0.6476786729512842,-0.5478042695978695,3.7835710110031853,0.5591279906744671,0.16880750815844836,0.16743503406203916,0.16710865587910265,0.5514315577528883,0.2919011180660539,0.16682474985049864,0.166542372863858,0.1668122504483415,0.5373440411894749,0.5360459581565977,0.5511659671982397,0.545446095877324,0.622684183611446,0.20680179330761536,0.20054995097686423,0.19809983902610742,0.5634735758103876,0.31555295005838135,0.19577194420363278,0.19558739140362696,0.19585599225740022,0.4992285956772485,1.00098286480386,0.3635611739150005,0.7568721080501488,0.7444746470615993,0.27801552920296296,0.2594080194693588,0.2524186606173179,0.5913410553706049,0.3598843597870828,0.2476529139536608,0.24712411433991055,0.24718357268800586,0.45145846094455255,0.4703710077641704,0.5504410024454169,0.33024157142987204
6,1.2268577010069532,0.5290273182805363,1.4322307485171069,1.0470454162516842,0.7399165928254979,0.48250638331231555,1.4386041692352207,0.4634057958792861,1.1763431170195258,0.9749837155826562,0.13156269061713183,-0.8814146744201959,0.8090313388518691,0.3672262381675473,0.16510517491224386,0.13739948163709081,0.1316337389071513,0.30178615660680547,0.1815019617808435,0.1410069918126869,0.13241639836535812,0.13087760737183865,0.43521793067721265,0.4134490857730855,0.4101528232482008,0.503265236589939,0.4711925848677314,0.2004761257207593,0.16889006556492756,0.16030471331689689,0.28803178899107823,0.1990297665514439,0.16643628172116515,0.1588419642229295,0.15713725299087097,0.4061874586857038,-0.35173897371644763,0.16624689483162525,0.7370520468177908,1.2807280424117544,0.297189114081897,0.2611519527826324,0.2484345171353012,0.3312359955062485,0.2624825578001173,0.239979793363862,0.23976392159664406,0.23969763940592004,0.5287734806293244,0.46448958412225055,0.49552006650170227,0.5407417148378578
7,1.0952659404210947,1.2279446627131214,1.1433980159890738,0.9580416224133812,1.2353582281845883,0.19213743373006598,0.9053399594158686,0.4220102048394346,0.6376617167563985,0.8296277409094313,0.09902447677693163,-0.721194427098681,1.0206896853925906,0.2775187593045247,0.13373608376592738,0.1096070961231132,0.10517928637817225,0.2651718443059087,0.15550019038648208,0.1130705581921849,0.10558752569824917,0.1044250022696951,0.44131517739317494,0.4349450208513438,0.35573287010434657,0.4908388452028486,0.544441765516626,0.2529935080993203,0.22947949784788968,0.22150607714539922,0.3200988843550058,0.22890234094558534,0.21538628754450825,0.21556443776227233,0.21570605914444227,0.32237971135005045,-0.32909087629536815,0.12207949803062793,0.82804544999563,0.9227567500765572,0.30121062692254824,0.2547103824262389,0.24195302581644282,0.35705219944955807,0.2732153523970798,0.2398646988037072,0.23359959148458828,0.23288393318333994,0.45126502715586875,0.35789403399532277,0.19737579262418853,0.43567992431918384
8,1.2027748905957525,1.2188197960747926,0.6383186353950832,0.5440189628149203,0.6689509390643819,0.784488419376305,1.013903599444577,0.3874126621988614,1.2276018150075598,0.23844916562785645,0.2704487594336059,-0.3415197876751546,4.188325559513368,0.5983573247856376,0.17801322803623357,0.17683955954707573,0.17652469009401928,0.5854133406173138,0.3090813356487865,0.1755926992561791,0.17545809444686433,0.17587192727804582,0.5405455815065554,0.5418790470280729,0.4531211211453127,0.5528691268334305,1.169372799726442,0.4515007009117003,0.4060137657169127,0.3897212046953678,0.7384980607198548,0.49432484155743367,0.3764000712673531,0.3761289470445965,0.3762931210090904,0.4199095296113329,-0.6694935169835586,0.06167867998239673,1.372764421278829,0.7260187067621547,0.2560953180428887,0.24797896869033503,0.2442828174040811,0.636355348445724,0.3659038709765352,0.2371513716458292,0.23827865119765923,0.23935913337481593,0.47208908270379357,0.4406575015407192,0.8450073173577975,0.39030715348624
9,1.2927216266904695,0.8263175529070214,0.9071160114101152,1.2223034888177478,0.6028684240308382,0.7138593332280234,0.8562029567078456,0.1402470039924299,1.410177361916698,0.7693381134992323,0.5264377095146304,-0.3874838091590339,4.1966311557365685,0.672967517027507,0.1998349436941953,0.19937415642454523,0.19904351777195545,0.6587898749832007,0.3471254606051829,0.19767900958238122,0.19800569740923676,0.1985139030984745,0.5397423846875484,0.5389518426906634,0.5519275306369572,0.546160166335921,0.8587935718910024,0.30183594023585475,0.2890917530247457,0.28369110122426633,0.7036710730890811,0.4171007792857411,0.27861347112419477,0.2787290993920132,0.27902654849947417,0.4672084491581744,1.0006719461915734,0.2926832769013358,0.7492109646186761,0.8770017881124741,0.31332262488245094,0.29879653452237387,0.2926209938394559,0.7089053738393724,0.4244341031308863,0.28696582051177055,0.28705023120729656,0.2873286917002278,0.4608919541262815,0.46444944853099757,0.5459654787857917,0.36922406742063923
